
/users/arefevni/hplt/two/html_staging/CC-MAIN-2015-27/1 16786237 16786308 4134021420 16786237 4233513220 30625438563 16786237 16786237 1025957814 
/users/arefevni/hplt/two/html_staging/CC-MAIN-2016-36/1 15733030 15733081 3845311030 15733030 4175782500 33556936467 15733030 15733030 954998423 
/users/arefevni/hplt/two/html_staging/CC-MAIN-2017-04/67 14118448 14118479 3370901957 14118448 3376928483 39812036072 14118448 14118448 895130926 
/users/arefevni/hplt/two/html_staging/wide00012/378 18418904 18418904 4490222079 18418904 2793790430 44802833172 18418904 18418904 1102941870 
/users/arefevni/hplt/two/html_staging/wide00012/388 18769408 18769408 4556953981 18769408 2828541529 45791303635 18769408 18769408 1124735502 
/users/arefevni/hplt/two/html_staging/wide00012/154 18822326 18822326 4569431302 18822326 2825135485 45907795197 18822326 18822326 1126912139 
/users/arefevni/hplt/two/html_staging/wide00012/409 19334248 19334248 4709495234 19334248 2921598654 47232561859 19334248 19334248 1160888337 
/users/arefevni/hplt/two/html_staging/wide00012/430 18775011 18775011 4571103974 18775011 2834273227 46014096958 18775011 18775011 1126474339 
/users/arefevni/hplt/two/html_staging/CC-MAIN-2013-48/1 22074315 22074364 5437620139 22074315 5246326215 37340122257 22074315 22074315 1333441532 
/users/arefevni/hplt/two/html_staging/wide00012/131 19018707 19018707 4639682973 19018707 2878080097 46534568341 19018707 19018707 1140379515 
/users/arefevni/hplt/two/html_staging/wide00012/78 19225943 19225943 4679529821 19225943 2958007074 47796866706 19225943 19225943 1152491353 
/users/arefevni/hplt/two/html_staging/wide00012/471 18674597 18674597 4544407063 18674597 2805976223 45976347785 18674597 18674597 1118298848 
/users/arefevni/hplt/two/html_staging/wide00012/95 19557499 19557500 4768896967 19557499 2968538510 47903220178 19557499 19557499 1172573735 
/users/arefevni/hplt/two/html_staging/wide00012/366 19258171 19258171 4677822455 19258171 2962371826 47650317397 19258171 19258171 1153803861 
/users/arefevni/hplt/two/html_staging/wide00012/365 18450753 18450753 4485771238 18450753 2819430220 45613326518 18450753 18450753 1105366168 
/users/arefevni/hplt/two/html_staging/wide00012/326 18851431 18851431 4592862089 18851431 2870119955 46761848807 18851431 18851431 1130496608 
/users/arefevni/hplt/two/html_staging/wide00012/146 19050977 19050978 4642853079 19050977 2869937154 46541335007 19050977 19050977 1141348591 
/users/arefevni/hplt/two/html_staging/wide00012/74 19440850 19440850 4732164717 19440850 2969824743 48398040346 19440850 19440850 1167394045 
/users/arefevni/hplt/two/html_staging/wide00012/289 18635633 18635633 4538939797 18635633 2852424058 45933948705 18635633 18635633 1115039385 
/users/arefevni/hplt/two/html_staging/wide00012/94 19043482 19043482 4631195234 19043482 2912783603 46678102546 19043482 19043482 1143420501 
/users/arefevni/hplt/two/html_staging/wide00012/359 19008228 19008230 4640447341 19008228 2842409606 45676252854 19008228 19008228 1139135322 
/users/arefevni/hplt/two/html_staging/wide00012/159 19357532 19357532 4718584149 19357532 2911477583 46921484502 19357532 19357532 1158898587 
/users/arefevni/hplt/two/html_staging/wide00012/232 19264153 19264153 4690910237 19264153 2916600659 46974792842 19264153 19264153 1155228623 
/users/arefevni/hplt/two/html_staging/wide00012/189 18719974 18719974 4558255620 18719974 2843942966 46054235590 18719974 18719974 1121931013 
/users/arefevni/hplt/two/html_staging/wide00012/397 19170292 19170292 4669551967 19170292 2887517988 46895195787 19170292 19170292 1149292199 
