Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
48	:	1701441269.000	    67.000	0	94	0	0	echo /nird/datalake/NS8112K/one/deduped/eo/eo_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/eo/eo_1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
81	:	1701441270.000	    78.000	0	93	0	0	echo /nird/datalake/NS8112K/one/deduped/ps/ps_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/ps/ps_1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
75	:	1701441269.000	   110.000	0	94	0	0	echo /nird/datalake/NS8112K/one/deduped/cy/cy_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/cy/cy_1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
13	:	1701441269.000	   274.000	0	95	0	0	echo /nird/datalake/NS8112K/one/deduped/pa/pa_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/pa/pa_1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
37	:	1701441269.000	   301.000	0	94	0	0	echo /nird/datalake/NS8112K/one/deduped/el/el_6.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/el/el_6.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
64	:	1701441269.000	   329.000	0	95	0	0	echo /nird/datalake/NS8112K/one/deduped/nn/nn_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/nn/nn_1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
34	:	1701441269.000	   390.000	0	94	0	0	echo /nird/datalake/NS8112K/one/deduped/uz/uz_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/uz/uz_1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
15	:	1701441269.000	   480.000	0	96	0	0	echo /nird/datalake/NS8112K/one/deduped/sv/sv_3.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/sv/sv_3.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
45	:	1701441269.000	   571.000	0	96	0	0	echo /nird/datalake/NS8112K/one/deduped/mr/mr_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/mr/mr_1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
1	:	1701441269.000	   580.000	0	98	0	0	echo /nird/datalake/NS8112K/one/deduped/is/is_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/is/is_1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
82	:	1701441270.000	   628.000	0	97	0	0	echo /nird/datalake/NS8112K/one/deduped/mn/mn_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/deduped/mn/mn_1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
