path docs
/nird/datalake/NS8112K/one/deduped/eo/eo_1.jsonl.zst 177132
/nird/datalake/NS8112K/one/deduped/ps/ps_1.jsonl.zst 142659
/nird/datalake/NS8112K/one/deduped/cy/cy_1.jsonl.zst 285053
/nird/datalake/NS8112K/one/deduped/el/el_6.jsonl.zst 229099
/nird/datalake/NS8112K/one/deduped/nn/nn_1.jsonl.zst 752533
/nird/datalake/NS8112K/one/deduped/pa/pa_1.jsonl.zst 888467
/nird/datalake/NS8112K/one/deduped/uz/uz_1.jsonl.zst 633219
/nird/datalake/NS8112K/one/deduped/mr/mr_1.jsonl.zst 857207
/nird/datalake/NS8112K/one/deduped/sv/sv_3.jsonl.zst 1456995
/nird/datalake/NS8112K/one/deduped/is/is_1.jsonl.zst 1439017
/nird/datalake/NS8112K/one/deduped/mn/mn_1.jsonl.zst 1057288
/nird/datalake/NS8112K/one/deduped/te/te_1.jsonl.zst 1610483
/nird/datalake/NS8112K/one/deduped/sk/sk_2.jsonl.zst 2516520
/nird/datalake/NS8112K/one/deduped/hy/hy_1.jsonl.zst 1363744
/nird/datalake/NS8112K/one/deduped/nb/nb_2.jsonl.zst 2250705
/nird/datalake/NS8112K/one/deduped/es/es_16.jsonl.zst 1892342
/nird/datalake/NS8112K/one/deduped/ur/ur_1.jsonl.zst 2230857
/nird/datalake/NS8112K/one/deduped/be/be_1.jsonl.zst 1263852
/nird/datalake/NS8112K/one/deduped/az/az_1.jsonl.zst 2999633
/nird/datalake/NS8112K/one/deduped/hu/hu_3.jsonl.zst 4153483
/nird/datalake/NS8112K/one/deduped/en/en_196.jsonl.zst 8466491
/nird/datalake/NS8112K/one/deduped/he/he_2.jsonl.zst 4009234
/nird/datalake/NS8112K/one/deduped/ko/ko_4.jsonl.zst 6692625
/nird/datalake/NS8112K/one/deduped/et/et_1.jsonl.zst 5840594
/nird/datalake/NS8112K/one/deduped/hbs/hbs_2.jsonl.zst 5754121
/nird/datalake/NS8112K/one/deduped/bg/bg_2.jsonl.zst 5827471
/nird/datalake/NS8112K/one/deduped/ca/ca_1.jsonl.zst 7793640
/nird/datalake/NS8112K/one/deduped/hi/hi_2.jsonl.zst 4029669
/nird/datalake/NS8112K/one/deduped/lt/lt_1.jsonl.zst 7395877
/nird/datalake/NS8112K/one/deduped/ar/ar_5.jsonl.zst 5644092
/nird/datalake/NS8112K/one/deduped/da/da_2.jsonl.zst 8678207
/nird/datalake/NS8112K/one/deduped/fi/fi_2.jsonl.zst 8456640
/nird/datalake/NS8112K/one/deduped/pl/pl_6.jsonl.zst 14061161
/nird/datalake/NS8112K/one/deduped/en/en_83.jsonl.zst 3064794
/nird/datalake/NS8112K/one/deduped/en/en_135.jsonl.zst 149537
/nird/datalake/NS8112K/one/deduped/en/en_92.jsonl.zst 5315009
/nird/datalake/NS8112K/one/deduped/en/en_160.jsonl.zst 163491
/nird/datalake/NS8112K/one/deduped/en/en_195.jsonl.zst 9748355
/nird/datalake/NS8112K/one/deduped/fa/fa_5.jsonl.zst 8034998
/nird/datalake/NS8112K/one/deduped/fa/fa_2.jsonl.zst 7816256
/nird/datalake/NS8112K/one/deduped/en/en_112.jsonl.zst 1828278
/nird/datalake/NS8112K/one/deduped/el/el_5.jsonl.zst 4761589
/nird/datalake/NS8112K/one/deduped/fa/fa_4.jsonl.zst 8883186
/nird/datalake/NS8112K/one/deduped/tr/tr_5.jsonl.zst 13846097
/nird/datalake/NS8112K/one/deduped/en/en_134.jsonl.zst 148297
/nird/datalake/NS8112K/one/deduped/en/en_191.jsonl.zst 151513
/nird/datalake/NS8112K/one/deduped/hi/hi_1.jsonl.zst 7392340
/nird/datalake/NS8112K/one/deduped/en/en_36.jsonl.zst 15919805
/nird/datalake/NS8112K/one/deduped/en/en_171.jsonl.zst 149669
/nird/datalake/NS8112K/one/deduped/en/en_123.jsonl.zst 148242
/nird/datalake/NS8112K/one/deduped/ko/ko_1.jsonl.zst 12511571
/nird/datalake/NS8112K/one/deduped/en/en_156.jsonl.zst 148076
/nird/datalake/NS8112K/one/deduped/en/en_56.jsonl.zst 16552103
/nird/datalake/NS8112K/one/deduped/es/es_10.jsonl.zst 17654146
/nird/datalake/NS8112K/one/deduped/fa/fa_3.jsonl.zst 8191875
/nird/datalake/NS8112K/one/deduped/en/en_95.jsonl.zst 2115472
/nird/datalake/NS8112K/one/deduped/fi/fi_1.jsonl.zst 11050259
/nird/datalake/NS8112K/one/deduped/el/el_3.jsonl.zst 5792742
/nird/datalake/NS8112K/one/deduped/es/es_5.jsonl.zst 13758501
/nird/datalake/NS8112K/one/deduped/en/en_121.jsonl.zst 9317685
/nird/datalake/NS8112K/one/deduped/en/en_16.jsonl.zst 15602493
/nird/datalake/NS8112K/one/deduped/en/en_1.jsonl.zst 15436247
/nird/datalake/NS8112K/one/deduped/en/en_169.jsonl.zst 153570
/nird/datalake/NS8112K/one/deduped/pt/pt_4.jsonl.zst 11034106
/nird/datalake/NS8112K/one/deduped/en/en_168.jsonl.zst 1156887
/nird/datalake/NS8112K/one/deduped/es/es_2.jsonl.zst 15186590
/nird/datalake/NS8112K/one/deduped/tr/tr_1.jsonl.zst 15734673
/nird/datalake/NS8112K/one/deduped/en/en_82.jsonl.zst 1302417
/nird/datalake/NS8112K/one/deduped/en/en_74.jsonl.zst 11861256
/nird/datalake/NS8112K/one/deduped/en/en_187.jsonl.zst 1450256
/nird/datalake/NS8112K/one/deduped/en/en_125.jsonl.zst 158269
/nird/datalake/NS8112K/one/deduped/en/en_127.jsonl.zst 150055
/nird/datalake/NS8112K/one/deduped/en/en_87.jsonl.zst 14282276
/nird/datalake/NS8112K/one/deduped/en/en_47.jsonl.zst 11464054
/nird/datalake/NS8112K/one/deduped/en/en_94.jsonl.zst 5633270
/nird/datalake/NS8112K/one/deduped/en/en_145.jsonl.zst 1597531
/nird/datalake/NS8112K/one/deduped/en/en_188.jsonl.zst 152611
/nird/datalake/NS8112K/one/deduped/en/en_174.jsonl.zst 154900
/nird/datalake/NS8112K/one/deduped/pl/pl_5.jsonl.zst 17617520
/nird/datalake/NS8112K/one/deduped/en/en_133.jsonl.zst 147270
/nird/datalake/NS8112K/one/deduped/pl/pl_3.jsonl.zst 11280757
/nird/datalake/NS8112K/one/deduped/ro/ro_1.jsonl.zst 12548130
/nird/datalake/NS8112K/one/deduped/en/en_162.jsonl.zst 147991
/nird/datalake/NS8112K/one/deduped/bg/bg_1.jsonl.zst 7515786
/nird/datalake/NS8112K/one/deduped/el/el_2.jsonl.zst 4994180
/nird/datalake/NS8112K/one/deduped/en/en_126.jsonl.zst 148044
/nird/datalake/NS8112K/one/deduped/en/en_20.jsonl.zst 15411628
/nird/datalake/NS8112K/one/deduped/en/en_59.jsonl.zst 15753066
/nird/datalake/NS8112K/one/deduped/sv/sv_1.jsonl.zst 13910686
