path text_newlines text_wcwords text_chars text_bytes
/nird/datalake/NS8112K/one/deduped/eo/eo_1.jsonl.zst 22417634 152631420 1005287829 1033595105
/nird/datalake/NS8112K/one/deduped/ps/ps_1.jsonl.zst 26437031 172136187 881635809 1414646909
/nird/datalake/NS8112K/one/deduped/cy/cy_1.jsonl.zst 38399227 234136742 1506561594 1525025763
/nird/datalake/NS8112K/one/deduped/pa/pa_1.jsonl.zst 109901242 523183151 2984820786 6259841709
/nird/datalake/NS8112K/one/deduped/el/el_6.jsonl.zst 61031248 434902779 2629485459 4290127546
/nird/datalake/NS8112K/one/deduped/nn/nn_1.jsonl.zst 108650762 615680779 4278665065 4380306805
/nird/datalake/NS8112K/one/deduped/uz/uz_1.jsonl.zst 92653353 556448432 4376122354 6116559302
/nird/datalake/NS8112K/one/deduped/sv/sv_3.jsonl.zst 237896057 1517588128 9170563313 9582309481
/nird/datalake/NS8112K/one/deduped/mr/mr_1.jsonl.zst 123751133 812461235 5410566514 11820959122
/nird/datalake/NS8112K/one/deduped/is/is_1.jsonl.zst 316017012 1562952767 10306665506 11333527142
/nird/datalake/NS8112K/one/deduped/mn/mn_1.jsonl.zst 148496597 1048941031 7279062447 12310669045
/nird/datalake/NS8112K/one/deduped/nb/nb_2.jsonl.zst 319119926 2112121561 12887556532 13202001472
/nird/datalake/NS8112K/one/deduped/sk/sk_2.jsonl.zst 388588272 1978409304 13352242217 14325249441
/nird/datalake/NS8112K/one/deduped/es/es_16.jsonl.zst 366230559 2970897791 17470771185 17998498486
/nird/datalake/NS8112K/one/deduped/ur/ur_1.jsonl.zst 267658190 2018995985 11134738511 16125024258
/nird/datalake/NS8112K/one/deduped/te/te_1.jsonl.zst 212195590 1026738648 7347062298 15548215699
/nird/datalake/NS8112K/one/deduped/az/az_1.jsonl.zst 499424645 2877248302 23914662327 27395629032
/nird/datalake/NS8112K/one/deduped/be/be_1.jsonl.zst 272243255 1926246392 17299682018 30388739789
/nird/datalake/NS8112K/one/deduped/he/he_2.jsonl.zst 629290652 3627477443 21448403973 35088488459
/nird/datalake/NS8112K/one/deduped/ko/ko_4.jsonl.zst 994410783 3679718887 18502391315 36330613803
/nird/datalake/NS8112K/one/deduped/hy/hy_1.jsonl.zst 258286950 1287948330 9524823513 15806394191
/nird/datalake/NS8112K/one/deduped/en/en_196.jsonl.zst 776109675 5454923523 35732844281 35963469405
/nird/datalake/NS8112K/one/deduped/ca/ca_1.jsonl.zst 1162700337 7882712210 49440852159 50952786275
/nird/datalake/NS8112K/one/deduped/et/et_1.jsonl.zst 1554880536 6565759136 50133285390 51585001104
/nird/datalake/NS8112K/one/deduped/hbs/hbs_2.jsonl.zst 994594280 5703319111 38551155672 45253501379
/nird/datalake/NS8112K/one/deduped/pl/pl_6.jsonl.zst 1866048380 11002875131 77371704188 80915580462
/nird/datalake/NS8112K/one/deduped/da/da_2.jsonl.zst 1979973539 8235270650 58848265483 60191432057
/nird/datalake/NS8112K/one/deduped/tr/tr_5.jsonl.zst 2143941747 10563178134 75805108058 81431981880
/nird/datalake/NS8112K/one/deduped/hu/hu_3.jsonl.zst 664143131 4056785692 29075037777 31643391496
/nird/datalake/NS8112K/one/deduped/hi/hi_2.jsonl.zst 817435247 5110993600 30138110932 59362542441
/nird/datalake/NS8112K/one/deduped/lt/lt_1.jsonl.zst 1662752242 7331553373 54164291324 57119339917
/nird/datalake/NS8112K/one/deduped/en/en_95.jsonl.zst 675776223 7891976928 121397680583 121442998808
/nird/datalake/NS8112K/one/deduped/en/en_37.jsonl.zst 2069540367 16041421011 101025799996 101995039952
/nird/datalake/NS8112K/one/deduped/en/en_41.jsonl.zst 2219696312 15831315825 99289398863 100168718650
/nird/datalake/NS8112K/one/deduped/pt/pt_4.jsonl.zst 2530891196 14859021434 93986248415 97140879252
/nird/datalake/NS8112K/one/deduped/fa/fa_5.jsonl.zst 1291540468 10331265157 54616288502 92821094669
/nird/datalake/NS8112K/one/deduped/en/en_5.jsonl.zst 2148762732 15782916259 100106809178 100879628288
/nird/datalake/NS8112K/one/deduped/en/en_19.jsonl.zst 2211625568 15680954541 99369543659 100116880254
/nird/datalake/NS8112K/one/deduped/en/en_52.jsonl.zst 2067588161 16096006856 101134277725 102035089500
/nird/datalake/NS8112K/one/deduped/pt/pt_7.jsonl.zst 2161156454 16508933285 97626888095 101340117125
/nird/datalake/NS8112K/one/deduped/hu/hu_2.jsonl.zst 2529976818 11817609606 89905633820 97040937863
/nird/datalake/NS8112K/one/deduped/nl/nl_2.jsonl.zst 2600816213 14053155341 95284029386 95972482315
/nird/datalake/NS8112K/one/deduped/en/en_20.jsonl.zst 2141963216 15728626837 100118007627 100898614043
/nird/datalake/NS8112K/one/deduped/en/en_180.jsonl.zst 2197131831 14864817789 98729627091 99357325489
/nird/datalake/NS8112K/one/deduped/es/es_5.jsonl.zst 2552810822 14679346250 94375015376 96349074868
/nird/datalake/NS8112K/one/deduped/en/en_69.jsonl.zst 2880689488 14553513094 92067482367 92638751240
/nird/datalake/NS8112K/one/deduped/pl/pl_3.jsonl.zst 2681097551 12669032198 91759598431 95305048109
/nird/datalake/NS8112K/one/deduped/en/en_113.jsonl.zst 2517668796 13756226483 96300211962 96785428646
/nird/datalake/NS8112K/one/deduped/sv/sv_1.jsonl.zst 2609275626 13757101561 92425893283 95731710025
/nird/datalake/NS8112K/one/deduped/en/en_73.jsonl.zst 2955081507 11373906770 93315093245 93768675961
/nird/datalake/NS8112K/one/deduped/fi/fi_2.jsonl.zst 1570925469 8409814117 64884722063 67607949931
/nird/datalake/NS8112K/one/deduped/en/en_56.jsonl.zst 2149980672 16315164637 99718088403 100763555636
