
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/45977/html.zst	2112108	3M	1m32.384s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00012/36206/html.zst	1531912	3M	0m57.249s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/10934/html.zst	1652148	3M	1m11.109s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/17975/html.zst	1948860	3M	1m23.885s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/45081/html.zst	1040888	3M	0m48.125s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/30543/html.zst	1738356	3M	1m7.662s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/15693/html.zst	1816232	3M	1m26.916s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/35371/html.zst	1841856	3M	1m16.830s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00015/19457/html.zst	1455776	3M	0m57.316s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/41685/html.zst	1025060	3M	0m48.602s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00011/24175/html.zst	1784060	3M	1m31.687s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2021-43/4800/html.zst	7102808	3M	4m26.473s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00006/27572/html.zst	432192	3M	0m18.285s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/62881/html.zst	797132	3M	0m35.129s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00005/13378/html.zst	1391704	3M	0m44.976s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/6956/html.zst	1108316	3M	0m53.750s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/62159/html.zst	2353352	3M	1m29.002s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00012/27591/html.zst	1864324	3M	1m5.261s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00015/26171/html.zst	1758040	3M	1m8.848s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00011/21412/html.zst	1636396	3M	1m18.355s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/29381/html.zst	2127620	3M	1m32.710s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00005/28598/html.zst	2155272	3M	1m9.558s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/19285/html.zst	857080	3M	0m57.000s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00015/12553/html.zst	1708988	3M	1m11.723s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00012/6566/html.zst	2717272	3M	1m50.433s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00006/6044/html.zst	990552	3M	0m38.311s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00012/23444/html.zst	2909040	3M	1m32.797s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00011/2742/html.zst	1993368	3M	1m14.773s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/38851/html.zst	467032	3M	0m19.976s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00011/7594/html.zst	1797312	3M	1m7.486s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00006/26686/html.zst	1386568	3M	0m45.828s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00010/6754/html.zst	1537204	3M	1m5.126s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/8599/html.zst	2105900	3M	1m18.472s	
/users/arefevni/hplt/two/html_sample0.01_bs10/survey_00003/5511/html.zst	157124	3M	0m8.313s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00011/3874/html.zst	2069872	3M	1m19.693s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/62100/html.zst	2094308	3M	1m22.468s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2014-42/2894/html.zst	3682404	3M	3m23.270s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00012/6802/html.zst	2239688	3M	1m27.355s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/7440/html.zst	750304	3M	0m31.374s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00012/38866/html.zst	2047292	3M	1m12.592s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/35062/html.zst	2097604	3M	1m32.326s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00011/19358/html.zst	1667916	3M	0m55.330s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/28654/html.zst	871636	3M	0m35.277s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2018-22/2813/html.zst	4409876	3M	3m11.916s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2014-42/4726/html.zst	4299556	3M	3m59.816s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2023-23/6/html.zst	6724856	3M	4m30.243s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00011/21743/html.zst	2562712	3M	1m31.953s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00006/20573/html.zst	781496	3M	0m28.078s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2018-05/483/html.zst	3854596	3M	3m1.910s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/34089/html.zst	2536168	3M	1m34.438s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00015/4180/html.zst	1625700	3M	1m1.863s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/6791/html.zst	2042976	3M	1m26.608s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00015/11381/html.zst	1516756	3M	0m59.087s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00005/26167/html.zst	1501964	3M	0m54.651s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00006/26957/html.zst	1196068	3M	0m43.084s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/7026/html.zst	1964720	3M	1m11.246s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00006/17757/html.zst	1170352	3M	0m39.770s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/53615/html.zst	2224876	3M	1m30.000s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/24684/html.zst	661952	3M	0m28.531s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2022-27/4326/html.zst	6176508	3M	4m23.081s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2022-40/471/html.zst	6359156	3M	4m30.437s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/39304/html.zst	1815112	3M	1m10.074s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00011/23846/html.zst	2401540	3M	1m37.933s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/47856/html.zst	952928	3M	0m41.434s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00015/9096/html.zst	1568276	3M	1m0.994s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/61636/html.zst	584580	3M	0m30.163s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00012/19098/html.zst	1946160	3M	1m0.456s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/58118/html.zst	2207476	3M	1m29.351s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2022-49/4264/html.zst	6591936	3M	3m51.714s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00011/22537/html.zst	1642772	3M	0m59.833s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2018-05/444/html.zst	3812880	3M	2m59.402s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2022-27/6326/html.zst	6087384	3M	4m16.124s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00017/57812/html.zst	803200	3M	0m37.405s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/45839/html.zst	1891500	3M	1m14.074s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00012/33356/html.zst	1768332	3M	1m6.204s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/35474/html.zst	2374160	3M	1m38.037s	
/users/arefevni/hplt/two/html_sample0.01_bs10/CC-MAIN-2022-40/578/html.zst	6244860	3M	3m59.707s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00012/4190/html.zst	2181492	3M	1m23.476s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00016/64348/html.zst	2089848	3M	1m24.258s	
/users/arefevni/hplt/two/html_sample0.01_bs10/wide00005/30366/html.zst	1448508	3M	0m49.321s	
