path text_newlines text_wcwords text_chars text_bytes
/nird/home/nikolare/hpltn/two/html_stage2/CC-MAIN-2015-11/38/text.zst 158467805 2138859438 13100901697 13374307492
/nird/home/nikolare/hpltn/two/html_stage2/CC-MAIN-2013-48_partial/1/text.zst 433275287 5654056334 34570460214 35123525704
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/411/text.zst 447272995 2887263850 19930555434 25478549981
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/157/text.zst 442023391 2926947776 20241198561 25806830999
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/685/text.zst 448057793 2951453107 20409760649 26047989315
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/382/text.zst 453664901 2942399590 20394891993 26116826981
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/415/text.zst 465988940 3046233265 21020905237 26791303096
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/338/text.zst 451565367 2940236816 20402588528 26155590675
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/439/text.zst 452137586 2969078666 20542079702 26348973054
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/820/text.zst 461946045 2968160821 20589728765 26465342494
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/773/text.zst 464301106 3007412732 20806078600 26697740259
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/660/text.zst 450556997 2916166289 20204390973 25803917110
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/761/text.zst 452513299 2924191213 20226653709 25917932767
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/491/text.zst 460076275 2956908037 20408815503 26005958114
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/85/text.zst 453802329 2950395608 20448744576 26236515289
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/21/text.zst 463814268 2988254972 20652756981 26508102339
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/423/text.zst 444838007 2943233010 20410735893 25995948783
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/119/text.zst 461200408 3004538070 20751457020 26686873665
/nird/home/nikolare/hpltn/two/html_stage2/CC-MAIN-2015-35_partial/1/text.zst 377121066 5020041727 30794685590 31429801661
/nird/home/nikolare/hpltn/two/html_stage2/wide00016/630/text.zst 441321322 2884132436 19970034564 25536188009
