Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
21	:	1726870471.000	     0.000	0	97	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/kas_Arab/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/kas_Arab/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
77	:	1726870471.000	     0.000	0	97	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/mos_Latn/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/mos_Latn/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
3	:	1726870471.000	     0.000	0	99	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/umb_Latn/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/umb_Latn/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
33	:	1726870471.000	     0.000	0	99	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/knc_Latn/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/knc_Latn/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
63	:	1726870471.000	     0.000	0	99	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/dik_Latn/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/dik_Latn/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
157	:	1726870471.000	     0.000	0	97	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/ace_Arab/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/ace_Arab/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
122	:	1726870471.000	     1.000	0	98	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/kik_Latn/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/kik_Latn/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
155	:	1726870471.000	     1.000	0	97	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/fon_Latn/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/fon_Latn/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
149	:	1726870471.000	     1.000	0	97	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/ssw_Latn/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/ssw_Latn/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
179	:	1726870472.000	     0.000	0	97	0	0	set -o pipefail; echo /nird/home/nikolare/hplt/public/two/cleaned/knc_Arab/1.jsonl.zst|tr '\n' ' '; zstdcat /nird/home/nikolare/hplt/public/two/cleaned/knc_Arab/1.jsonl.zst|jq -r .text|wc --lines --words --chars --bytes
