path text_newlines text_wcwords text_chars text_bytes
/nird/datalake/NS8112K/one/cleaned/en/en_118.jsonl.zst 10065604 104258959 654690089 659443240
/nird/datalake/NS8112K/one/cleaned/cy/cy_1.jsonl.zst 12692267 124061572 770894784 781699050
/nird/datalake/NS8112K/one/cleaned/ps/ps_1.jsonl.zst 10986857 113192917 567982804 955103307
/nird/datalake/NS8112K/one/cleaned/eo/eo_1.jsonl.zst 8794991 101698409 656768104 675420471
/nird/datalake/NS8112K/one/cleaned/nn/nn_1.jsonl.zst 28797381 298568705 1880499388 1927761834
/nird/datalake/NS8112K/one/cleaned/en/en_82.jsonl.zst 58538511 494028075 3032025009 3045142239
/nird/datalake/NS8112K/one/cleaned/pa/pa_1.jsonl.zst 17184354 184772464 1003894420 2194272990
/nird/datalake/NS8112K/one/cleaned/el/el_6.jsonl.zst 48380730 376807751 2244176676 3718457650
/nird/datalake/NS8112K/one/cleaned/is/is_1.jsonl.zst 62204567 562013385 3644021248 3989963430
/nird/datalake/NS8112K/one/cleaned/uz/uz_1.jsonl.zst 37695080 367248337 2915393926 4149495064
/nird/datalake/NS8112K/one/cleaned/hy/hy_1.jsonl.zst 67217520 589952854 4535159790 7846937018
/nird/datalake/NS8112K/one/cleaned/be/be_1.jsonl.zst 38441079 394193059 2810125355 4925968605
/nird/datalake/NS8112K/one/cleaned/sk/sk_2.jsonl.zst 107337499 921769295 6259528546 6745733817
/nird/datalake/NS8112K/one/cleaned/sv/sv_3.jsonl.zst 115714241 1068790363 6458926747 6746746356
/nird/datalake/NS8112K/one/cleaned/te/te_1.jsonl.zst 51309571 437743878 3263458902 7320078109
/nird/datalake/NS8112K/one/cleaned/az/az_1.jsonl.zst 139515623 1128419593 8529438082 9805514530
/nird/datalake/NS8112K/one/cleaned/mr/mr_1.jsonl.zst 56435366 519553123 3500190135 8173683708
/nird/datalake/NS8112K/one/cleaned/nb/nb_2.jsonl.zst 157912396 1538239835 9249876281 9474963282
/nird/datalake/NS8112K/one/cleaned/et/et_1.jsonl.zst 195507292 1740343129 12945706429 13338885014
/nird/datalake/NS8112K/one/cleaned/en/en_92.jsonl.zst 239509102 2617456529 16950156160 17108983693
/nird/datalake/NS8112K/one/cleaned/mn/mn_1.jsonl.zst 80481179 803214819 5561833361 9452824660
/nird/datalake/NS8112K/one/cleaned/lt/lt_1.jsonl.zst 332765360 2954007422 22274491623 23538538198
/nird/datalake/NS8112K/one/cleaned/es/es_16.jsonl.zst 227512245 2397033777 14501685238 14856169115
/nird/datalake/NS8112K/one/cleaned/da/da_2.jsonl.zst 266701402 2174159008 14073946448 14401823952
/nird/datalake/NS8112K/one/cleaned/ur/ur_1.jsonl.zst 136730909 1422932601 7791256392 11576826838
/nird/datalake/NS8112K/one/cleaned/sk/sk_1.jsonl.zst 464408660 4060576390 27564842160 29728164155
/nird/datalake/NS8112K/one/cleaned/en/en_196.jsonl.zst 370985782 4028983288 26354608113 26533351530
/nird/datalake/NS8112K/one/cleaned/hi/hi_2.jsonl.zst 363610049 3070199713 17790383290 36096326594
/nird/datalake/NS8112K/one/cleaned/hu/hu_3.jsonl.zst 317493305 2868137830 20384929242 22181959074
/nird/datalake/NS8112K/one/cleaned/en/en_83.jsonl.zst 322668683 3720110695 24597123544 24789670501
/nird/datalake/NS8112K/one/cleaned/fi/fi_1.jsonl.zst 505011909 4423895451 36555167842 37982514823
/nird/datalake/NS8112K/one/cleaned/hbs/hbs_2.jsonl.zst 343301859 3103497471 20555493641 22812151913
/nird/datalake/NS8112K/one/cleaned/tr/tr_4.jsonl.zst 643002066 5286228617 38629630345 41751195719
/nird/datalake/NS8112K/one/cleaned/pl/pl_3.jsonl.zst 655347339 5534144295 39114421139 40798116756
/nird/datalake/NS8112K/one/cleaned/he/he_2.jsonl.zst 239789313 2189506460 12789082934 21404484613
/nird/datalake/NS8112K/one/cleaned/hi/hi_1.jsonl.zst 491847838 4472127282 24814256365 52522571996
/nird/datalake/NS8112K/one/cleaned/pt/pt_2.jsonl.zst 939622485 7609027048 48442179610 49913068251
/nird/datalake/NS8112K/one/cleaned/en/en_84.jsonl.zst 543911941 4907731645 31183164420 31374283996
/nird/datalake/NS8112K/one/cleaned/en/en_102.jsonl.zst 796102738 7432760954 47586074181 47949855449
/nird/datalake/NS8112K/one/cleaned/en/en_87.jsonl.zst 855266605 8495536407 53781312578 54167126203
/nird/datalake/NS8112K/one/cleaned/tr/tr_2.jsonl.zst 832474178 7001688218 51039060424 55331508152
/nird/datalake/NS8112K/one/cleaned/sv/sv_2.jsonl.zst 913814234 8720982829 54774932973 57066662371
/nird/datalake/NS8112K/one/cleaned/en/en_101.jsonl.zst 975158176 8744496552 55458306846 55945368035
/nird/datalake/NS8112K/one/cleaned/en/en_80.jsonl.zst 891755957 8577837099 55379140773 55808605022
/nird/datalake/NS8112K/one/cleaned/en/en_73.jsonl.zst 613795554 5647159286 36256103886 36529453651
/nird/datalake/NS8112K/one/cleaned/en/en_81.jsonl.zst 632616599 5760974565 37078266518 37233594235
/nird/datalake/NS8112K/one/cleaned/nl/nl_4.jsonl.zst 974527259 9196140001 59419672293 59873594252
/nird/datalake/NS8112K/one/cleaned/fi/fi_2.jsonl.zst 529709699 4614875176 35882706890 37418445738
/nird/datalake/NS8112K/one/cleaned/nb/nb_1.jsonl.zst 630169150 6762830309 43232339559 44157627921
/nird/datalake/NS8112K/one/cleaned/ko/ko_4.jsonl.zst 686971776 3036974935 15184963062 30537480373
/nird/datalake/NS8112K/one/cleaned/ca/ca_1.jsonl.zst 623259781 5755806777 35427052719 36528205987
/nird/datalake/NS8112K/one/cleaned/pl/pl_4.jsonl.zst 868321517 6545304099 45384662264 47368151086
/nird/datalake/NS8112K/one/cleaned/pt/pt_5.jsonl.zst 986027637 9363020959 61592600882 63419543342
/nird/datalake/NS8112K/one/cleaned/pl/pl_1.jsonl.zst 1029870890 8874327076 63205306579 66351786392
/nird/datalake/NS8112K/one/cleaned/ar/ar_5.jsonl.zst 548083009 5380411055 31812377577 53927222384
/nird/datalake/NS8112K/one/cleaned/en/en_74.jsonl.zst 767070707 5995836493 38435070401 38793465990
/nird/datalake/NS8112K/one/cleaned/hu/hu_2.jsonl.zst 560487778 4945656853 36275557944 39404526864
/nird/datalake/NS8112K/one/cleaned/nl/nl_3.jsonl.zst 775926866 5930538598 39624488797 39882384567
/nird/datalake/NS8112K/one/cleaned/en/en_113.jsonl.zst 835810256 7450353332 53445423387 53731977611
/nird/datalake/NS8112K/one/cleaned/es/es_8.jsonl.zst 1197004227 10056440486 63326401969 64687716312
/nird/datalake/NS8112K/one/cleaned/en/en_180.jsonl.zst 1037004382 10938659899 71342070959 71798237304
/nird/datalake/NS8112K/one/cleaned/en/en_41.jsonl.zst 1141380540 11893116331 74595231699 75239424660
/nird/datalake/NS8112K/one/cleaned/en/en_19.jsonl.zst 1160526425 12190312518 75865195569 76474324402
/nird/datalake/NS8112K/one/cleaned/en/en_20.jsonl.zst 1215199666 12556976997 78467183238 79105868044
/nird/datalake/NS8112K/one/cleaned/en/en_181.jsonl.zst 700397143 7839419958 50914614652 51241701931
/nird/datalake/NS8112K/one/cleaned/el/el_1.jsonl.zst 693259708 6052264313 40680533672 68997847040
/nird/datalake/NS8112K/one/cleaned/en/en_27.jsonl.zst 1217836309 12624159403 78867171387 79515357535
/nird/datalake/NS8112K/one/cleaned/da/da_1.jsonl.zst 727108929 7195425474 45959152146 47099298130
/nird/datalake/NS8112K/one/cleaned/en/en_6.jsonl.zst 1194098771 12660130215 78512248464 79127958507
/nird/datalake/NS8112K/one/cleaned/en/en_120.jsonl.zst 944593392 11422663865 78053870553 78499606317
/nird/datalake/NS8112K/one/cleaned/en/en_12.jsonl.zst 1231727785 12680925038 79724607470 80363531472
/nird/datalake/NS8112K/one/cleaned/my/my_1.jsonl.zst 47774435 357107007 3668764886 8639715878
/nird/datalake/NS8112K/one/cleaned/en/en_26.jsonl.zst 1207121352 12484620600 77952812751 78610941050
/nird/datalake/NS8112K/one/cleaned/en/en_85.jsonl.zst 420317198 4938805321 32125520240 32412967862
/nird/datalake/NS8112K/one/cleaned/en/en_48.jsonl.zst 1236772213 13235347350 81338572516 82059074235
/nird/datalake/NS8112K/one/cleaned/en/en_9.jsonl.zst 1225974699 12690109267 78944230568 79598966753
/nird/datalake/NS8112K/one/cleaned/tr/tr_5.jsonl.zst 705404037 5416303080 39753884320 42818703957
/nird/datalake/NS8112K/one/cleaned/en/en_33.jsonl.zst 1221812289 12729336656 79968432533 80656451909
/nird/datalake/NS8112K/one/cleaned/en/en_77.jsonl.zst 882648875 8229968046 52447145939 53203930707
/nird/datalake/NS8112K/one/cleaned/pt/pt_7.jsonl.zst 1257306017 12690325017 77394899630 79953279873
/nird/datalake/NS8112K/one/cleaned/en/en_58.jsonl.zst 1206918232 13081238831 79652524903 80378594768
/nird/datalake/NS8112K/one/cleaned/ml/ml_1.jsonl.zst 57049592 517827125 4515878353 10748378623
/nird/datalake/NS8112K/one/cleaned/en/en_89.jsonl.zst 773735785 7519739657 48780419188 49116610814
/nird/datalake/NS8112K/one/cleaned/ar/ar_4.jsonl.zst 748534179 6171203732 37982577177 62488969332
/nird/datalake/NS8112K/one/cleaned/en/en_54.jsonl.zst 1237755649 13164926221 80394991501 81114575979
/nird/datalake/NS8112K/one/cleaned/en/en_78.jsonl.zst 964282445 8271249228 52585419171 52965286552
/nird/datalake/NS8112K/one/cleaned/en/en_14.jsonl.zst 1235693615 13086759931 82239925918 82890513381
/nird/datalake/NS8112K/one/cleaned/en/en_69.jsonl.zst 925494771 7829463670 49379178190 49674784721
/nird/datalake/NS8112K/one/cleaned/en/en_51.jsonl.zst 1239085215 13387427202 82131991090 82844480823
/nird/datalake/NS8112K/one/cleaned/en/en_67.jsonl.zst 898917237 9471275742 76593526102 77029697049
/nird/datalake/NS8112K/one/cleaned/nl/nl_2.jsonl.zst 809980984 7746508630 51228486991 51524688026
