Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
75	:	1701652082.000	    15.000	0	60	0	0	echo /nird/datalake/NS8112K/one/cleaned/cy/cy_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/cy/cy_1.jsonl.zst|wc --lines
48	:	1701652081.000	    16.000	0	59	0	0	echo /nird/datalake/NS8112K/one/cleaned/eo/eo_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/eo/eo_1.jsonl.zst|wc --lines
234	:	1701652083.000	    17.000	0	62	0	0	echo /nird/datalake/NS8112K/one/cleaned/en/en_118.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/en/en_118.jsonl.zst|wc --lines
81	:	1701652082.000	    24.000	0	59	0	0	echo /nird/datalake/NS8112K/one/cleaned/ps/ps_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/ps/ps_1.jsonl.zst|wc --lines
13	:	1701652081.000	    36.000	0	60	0	0	echo /nird/datalake/NS8112K/one/cleaned/pa/pa_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/pa/pa_1.jsonl.zst|wc --lines
64	:	1701652081.000	    40.000	0	60	0	0	echo /nird/datalake/NS8112K/one/cleaned/nn/nn_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/nn/nn_1.jsonl.zst|wc --lines
37	:	1701652081.000	    64.000	0	60	0	0	echo /nird/datalake/NS8112K/one/cleaned/el/el_6.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/el/el_6.jsonl.zst|wc --lines
1	:	1701652081.000	    76.000	0	60	0	0	echo /nird/datalake/NS8112K/one/cleaned/is/is_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/is/is_1.jsonl.zst|wc --lines
203	:	1701652082.000	    91.000	0	61	0	0	echo /nird/datalake/NS8112K/one/cleaned/en/en_82.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/en/en_82.jsonl.zst|wc --lines
34	:	1701652081.000	    94.000	0	60	0	0	echo /nird/datalake/NS8112K/one/cleaned/uz/uz_1.jsonl.zst|tr '\n' ' '; zstdcat /nird/datalake/NS8112K/one/cleaned/uz/uz_1.jsonl.zst|wc --lines
