lang	text_newlines	text_wcwords	text_bytes	docs
ru	20553453517	83720884554	1032828207079	103295859
rw	12443939	77756841	515939178	56818
sa	14407521	70541100	649962329	103054
sco	17420386	63438752	418510996	176264
sd	2944867	16827323	146738114	18943
sg	532956	1844100	14016568	1875
si	19072052	132908473	1723445242	123519
sk	2767527032	9002404634	65758593479	12068052
sl	418095270	1831657053	12802569481	2059115
sm	2153366	8896920	57385461	15871
sn	1856861	7448103	55884764	12439
so	16307837	104668138	714965606	156681
sq	155030085	1058248021	7209137567	969609
sr	1065974851	3689611367	33214576374	3390152
ss	742499	2243817	14938906	12009
st	2475434	10004293	68664863	24917
su	2121557	8683700	61870806	42883
sv	2286292312	9383518551	65661550357	11470992
sw	12015862	60171029	409502263	96898
syr	47441	308699	2613957	796
ta	182242877	840865166	16310221236	589233
te	38803973	203495110	3342303889	319801
tg	5027066	29229757	347108824	41053
th	13629931201	24113241841	279933785544	16347238
ti	1122071	6621015	80918499	7844
tk	8512948	29203351	214501991	30383
tl	87424332	432016242	2778526213	354102
tlh	2343680	6664304	44240910	34723
tn	319162	1512487	11539247	10844
to	249206	1253928	10519014	3024
tr	9467969819	47724679164	380170251992	41890874
ts	265057	1324620	8781878	3832
tt	4469660	17648874	181586442	25676
ug	18535782	73196963	930240692	76613
uk	1102271808	4908407413	60742700993	5021826
ur	147715481	603077879	4897584169	541082
uz	20432343	101292432	1085053118	167512
ve	25714	127868	987613	1582
vi	10951572450	58945593255	355494015849	36696104
vo	9043941	22469377	164783820	64101
war	377382307	1147819029	8334880475	1356614
wo	2922909	9721178	71898973	82093
xh	10754693	35777985	290672486	60771
xx-Avst	231	467	2805	2
xx-Bali	161	236	1215	1
xx-Bamu	13095	14409	89310	9
xx-Batk	93	167	924	1
xx-Bopo	2567	4827	37530	26
xx-Brah	299	525	3172	2
xx-Cakm	248	477	2898	2
xx-Cari	93	160	999	1
xx-Cham	571	1683	13542	4
xx-Copt	2089	39116	624630	20
xx-Cprt	93	170	1054	1
xx-Dsrt	1037	7233	70792	12
xx-Egyp	11823	12267	89550	17
xx-Glag	8939	35037	461798	36
xx-Goth	1199	4207	37651	5
xx-Ital	214	479	2827	2
xx-Java	1041	3525	48125	13
xx-Kali	842	4375	67450	20
xx-Khar	265	485	3150	2
xx-Kthi	110	179	1085	1
xx-Lana	8263	84479	910634	248
xx-Lepc	257	1769	13813	3
xx-Linb	322	457	2806	2
xx-Lisu	499	2079	16511	16
xx-Lyci	193	423	2525	2
xx-Lydi	185	409	2460	2
xx-Mand	13	74	417	1
xx-Merc	265	538	3351	2
xx-Mero	197	471	3160	2
xx-Mtei	900	2195	18180	6
xx-Nkoo	147505	573212	6097376	1100
xx-Ogam	202	545	12607	5
xx-Olck	11916	64740	866361	139
xx-Orkh	2791	2057	19303	4
xx-Osma	76	150	918	1
xx-Phag	93	167	939	1
xx-Phnx	134	286	1898	1
xx-Plrd	4237	3554	29146	5
xx-Qaai	422	2556	21042	137
xx-Rjng	76	147	860	1
xx-Runr	5735	21320	199829	47
xx-Samr	183	582	7815	3
xx-Sarb	59	149	882	1
xx-Saur	658	819	6186	3
xx-Shaw	196	611	5076	4
xx-Shrd	2676	2112	17289	3
xx-Sora	76	149	943	1
xx-Sund	97	233	1333	2
xx-Sylo	663	1915	14770	3
xx-Takr	2659	1945	17193	3
xx-Tale	158	272	2933	5
xx-Talu	11257	140941	1437993	327
xx-Tavt	687	5402	50454	14
xx-Tfng	47496	171449	1515138	484
xx-Ugar	59	140	837	1
xx-Vaii	365	427	2018	1
xx-Xpeo	93	165	1024	1
xx-Xsux	10538	12125	85340	9
xx-Yiii	11076	15224	266590	82
yi	5978753	29696591	306811880	26488
yo	1463248	6863349	45110716	9587
za	35728	246912	1930274	2215
zh	299648711157	724379653709	17511785784081	4038877747
zh-Hant	36914552237	58933578248	1951423911966	327533068
zu	2187105	8422016	64336167	13488
zzp	8953966	29941165	209669574	73442
