lang	text_newlines	text_wcwords	text_bytes	docs
aa	892260	7682414	76425453	12241
ab	217756	336152	10712122	3659
af	94501825	591111100	3721544952	444420
ak	265446	1150327	7683840	2991
am	40890035	149566301	3146371225	179528
ar	4581359745	8268483314	281837587678	20893082
as	994047	2942477	130854563	7081
ay	262650	1538218	14611299	5190
az	176607518	834476318	7233501160	946651
ba	2722943	16384390	319947489	18008
be	45925093	96376262	3176674706	284780
bg	2095253649	3536975711	113123424996	9851754
bh	1237098	4230742	134824754	8095
bi	468552	5860539	33539625	5620
bn	376162511	858317692	29556313728	1470452
bo	3033705	4576326	417253171	27021
br	3319471	17925789	130997222	26137
bs	73511887	435822248	3261298042	573400
ca	991180831	6302512803	40383940713	4919927
ceb	11278843	60983185	377155616	35060
chr	88795	491376	8361781	899
co	20584177	119508019	725973819	110583
crs	2044416	8616090	57349165	11256
cs	5675086187	23351194519	170514541135	25419592
cy	35466609	164290557	1243489937	164984
da	4637732947	19064265184	124919520013	26612690
de	33662556642	148192223796	1124564955167	186954715
dv	2160241	4116355	197064080	21243
dz	157304	529945	23444148	1057
el	17899586339	37697189898	864768765728	30506929
en	401659692792	2201022319328	14102627321128	2213464300
eo	12685324	83238210	570212105	75394
es	48766121379	306956039359	1931693354387	162232284
et	787002210	2644269652	21342921831	2670062
eu	93075640	446658138	3199814812	501320
fa	7510241570	8420747619	417007950043	29557793
fi	3245110429	15170968885	127622758287	13082154
fj	291935	1598947	10651029	3553
fo	11772588	55795426	413731837	84519
fr	23015796574	120953465665	840046231360	102308168
fy	5380253	27369776	185931734	54532
ga	14415202	86515750	585034894	92499
gd	52188403	151468442	1512850648	63558
gl	689002727	2649919388	18443190998	1166038
gn	6998373	37449822	267835268	65600
gu	24474889	80112855	2182233891	139455
gv	2728297	15614953	129209464	37649
ha	2696296	22926990	143144430	23219
haw	3854419	60738324	377280913	29464
hi	702630311	2118039502	49633779553	2441885
hmn	8606769	30793097	179981294	20089
hr	875888215	5470186870	37489724288	4340695
ht	10494376	50135563	294662239	35838
hu	6968741094	28830087405	231778677863	25991306
hy	124376296	266056699	6982873751	535215
ia	6061059	40373232	302238796	41405
id	7820251428	61395973189	419935961166	30069487
ie	9461797	47904114	342810100	53611
ig	746524	1590095	19226656	2249
ik	125091	591450	5587271	2688
is	137398662	564503378	4393973287	790582
it	13825308324	84792253888	593385578842	53291552
iu	167634	395349	8929570	1461
iw	2911599978	2319585281	161465723731	8216811
ja	28928983869	28199250956	1084372503566	123338230
jw	5299996	31901880	224654346	47803
ka	163864320	316907644	11174722152	927090
kha	3322504	13049619	84484026	32592
kk	79250143	110823779	5976269935	362103
kl	935254	6023648	59196506	11324
km	44068346	143328749	2550434831	214830
kn	32821407	106835591	3459446601	125442
ko	10269373314	13411354436	316454215401	71312335
ks	8122	14831	639969	75
ku	20776161	52260725	1439668336	115991
ky	4322107	6509550	313111093	36594
la	576292484	4609157652	38339099328	5215845
lb	5345785	26902034	198302617	76384
lg	936105	5383599	39711673	6395
lif	6450	21548	3557931	6
ln	1720435	9412571	65387568	14604
lo	6712669	16646187	353378225	36397
lt	978797511	4055386090	33083986903	4613113
lv	609170407	2122740644	17028441301	2577039
mfe	697218	5725197	41441953	8565
mg	3961759	38429539	280742321	36794
mi	4767244	22959393	154567204	34622
mk	91607444	145461574	5097425851	586852
ml	200826257	633751432	14155536390	546154
mn	112451004	222402717	7395543531	540770
mr	78326676	194059497	5910579932	270054
ms	4993489901	27900339816	180182861050	10989220
mt	13013419	67148776	470922174	48526
my	417819534	1175810551	26227802878	843630
na	362500	2119326	18089515	6440
ne	70886630	204563697	6079363815	352585
nl	9417314349	41968677028	288903535499	51924024
nn	124496044	554072045	3768153257	533375
no	2020019858	9746251443	63442991936	8735018
nr	453	2982	44821	20
nso	85010	554702	3536489	1267
ny	554673	3495127	24802563	6727
oc	7018763	45509767	308629634	49247
om	3503755	28002668	211555739	20915
or	1342871	3600097	116351553	10328
pa	18297241	64880099	1557407177	92233
pl	16990790998	69992782080	514135530092	73612935
ps	4144873	7236861	338033952	34590
pt	36927397130	222053373003	1439744718547	115954033
qu	931478	5172491	43583285	8136
rm	6301158	17047037	132514139	33140
rn	348263	1454600	10372233	6397
ro	5740532795	31683958727	211080533229	22038336
ru	84877986013	141494925138	4760043924851	424571171
rw	17977494	123568945	864531229	88882
sa	43995476	199977635	1794274608	146979
sco	9151297	42660159	279165045	69751
sd	1149962	2432031	103709220	8501
sg	495777	1699899	13025427	1342
si	126582094	402731392	12621644086	416045
sk	1789930194	6618335232	49135359626	7859707
sl	557677624	2552435849	17789361196	2987064
sm	619518	3476936	23052872	11762
sn	1083714	7159122	52983960	10327
so	25535246	205987936	1379908466	204314
sq	276119835	2393947996	15233827588	1024795
sr	1057585989	4359001147	37776151557	4445991
ss	164645	880735	6925184	3349
st	728771	3165860	23182460	8542
su	2522031	23448642	163867895	18850
sv	5629733490	27405375530	184527402227	23377898
sw	143953982	811253184	5249596876	413571
syr	165601	706340	12427125	920
ta	702941378	2117362122	76246296723	2231520
te	81214704	268970748	6812650089	327415
tg	6388526	11412992	493493371	38899
th	2136568374	5063724769	161909604012	11805024
ti	1586345	4794384	148541780	12081
tk	2925993	15231217	138653075	21621
tl	99663517	792266193	4840918891	361422
tlh	4936670	12873700	106765206	17940
tn	415243	1875815	13883641	5163
to	1299476	9095804	54820612	6585
tr	12091644956	58416114509	447192472592	51784362
ts	282995	1788615	11664932	4858
tt	15102297	30103053	676203597	91578
ug	42337171	67525232	2618886739	377402
uk	1784945481	2873569245	119170154204	10293365
ur	76964075	197608458	4442852904	369580
uz	33141750	101465060	2007126742	239154
ve	220139	785756	4879945	2082
vi	11077478270	72309411480	445540278040	43947004
vo	4655892	17269738	135615838	29895
war	224557530	537367026	4291415211	645529
wo	868273	4554467	32231957	7226
xh	7927436	27064766	210898841	49157
xx-Avst	333	604	4498	1
xx-Bali	160	77	1002	1
xx-Bamu	3873	4954	46143	4
xx-Batk	401	719	5131	2
xx-Bopo	4910	4326	118280	39
xx-Brah	573	873	6621	1
xx-Bugi	58	71	576	1
xx-Buhd	58	71	564	1
xx-Cakm	2031	5205	45626	3
xx-Cari	273	535	3869	1
xx-Cham	569	848	6122	2
xx-Copt	5232	34546	6569564	27
xx-Dsrt	429	843	6205	1
xx-Egyp	2816	1676	28945	2
xx-Glag	3461	4878	221595	8
xx-Goth	2103	6523	69297	9
xx-Ital	1020	4557	33489	5
xx-Java	2991	8368	366044	18
xx-Kali	499	1248	11053	3
xx-Kthi	357	637	4793	1
xx-Lana	864	1447	11192	3
xx-Lepc	654	2089	18695	4
xx-Lisu	2345	11962	95834	13
xx-Lyci	173	434	3061	1
xx-Mand	58	71	570	1
xx-Merc	158	427	3108	1
xx-Mero	178	428	3728	1
xx-Mtei	1594	3973	37271	10
xx-Nkoo	64501	150640	3259129	497
xx-Ogam	349	711	30051	7
xx-Olck	365	480	13592	7
xx-Orkh	2664	53948	601850	9
xx-Phag	366	914	33744	2
xx-Phnx	1458	11873	280972	2
xx-Qaai	2154	34419	287842	105
xx-Runr	2766	11012	167970	36
xx-Samr	223	476	5618	2
xx-Saur	16559	20394	738065	12
xx-Shaw	41	473	3581	1
xx-Shrd	453	772	5967	1
xx-Sund	1225	3006	28476	5
xx-Sylo	75	76	663	1
xx-Tagb	58	71	576	1
xx-Takr	358	656	4848	1
xx-Tale	884	2156	44601	14
xx-Talu	126	83	872	1
xx-Tavt	1446	2362	53203	5
xx-Tfng	37200	102275	2066531	429
xx-Ugar	183	474	3426	1
xx-Vaii	4287	9472	87644	9
xx-Xsux	1684	2433	24042	2
xx-Yiii	11403	11005	242905	61
yi	4588588	17605305	279355513	21872
yo	818095	5193017	35722641	6597
za	56632	255853	2796990	4561
zh	230152020157	223451577746	9225006225505	1041874081
zh-Hant	9077258585	14107453694	322804766627	35527741
zu	9331497	29452684	232608762	36393
zzp	10952807	41390537	298228883	75901
