CC-MAIN-2013-20_partial,ace_Arab,OK,>1	350	8027	7.0
CC-MAIN-2013-20_partial,ace_Latn,OK,>1	50605	1103948	2693.0
CC-MAIN-2013-20_partial,ace_Latn,['UnicodeDecodeError'],>1	63	2161	8.0
CC-MAIN-2013-20_partial,afr_Latn,OK,>1	222535	8129823	13265.0
CC-MAIN-2013-20_partial,afr_Latn,['UnicodeDecodeError'],>1	101	1984	18.0
CC-MAIN-2013-20_partial,als_Latn,OK,>1	50189	4621954	2763.0
CC-MAIN-2013-20_partial,als_Latn,['UnicodeDecodeError'],>1	2221	148686	90.0
CC-MAIN-2013-20_partial,amh_Ethi,OK,1	2371	2371	2371.0
CC-MAIN-2013-20_partial,amh_Ethi,OK,>1	129471	6580955	10728.0
CC-MAIN-2013-20_partial,amh_Ethi,['UnicodeDecodeError'],1	4	4	4.0
CC-MAIN-2013-20_partial,amh_Ethi,['UnicodeDecodeError'],>1	203	9861	22.0
CC-MAIN-2013-20_partial,ara_Arab,OK,>1	509194	37537250	11314.0
CC-MAIN-2013-20_partial,ara_Arab,['UnicodeDecodeError'],>1	7469	567526	183.0
CC-MAIN-2013-20_partial,asm_Beng,OK,>1	227	43821	7.0
CC-MAIN-2013-20_partial,ast_Latn,OK,>1	157463	5515280	11135.0
CC-MAIN-2013-20_partial,ast_Latn,['UnicodeDecodeError'],>1	1537	49294	85.0
CC-MAIN-2013-20_partial,awa_Deva,OK,>1	40347	909267	572.0
CC-MAIN-2013-20_partial,awa_Deva,['UnicodeDecodeError'],>1	33	872	1.0
CC-MAIN-2013-20_partial,ayr_Latn,OK,>1	48605	1515758	3230.0
CC-MAIN-2013-20_partial,ayr_Latn,['UnicodeDecodeError'],>1	1497	30024	59.0
CC-MAIN-2013-20_partial,azb_Arab,OK,>1	842	29615	13.0
CC-MAIN-2013-20_partial,azj_Latn,OK,>1	12564	762489	1050.0
CC-MAIN-2013-20_partial,azj_Latn,['UnicodeDecodeError'],>1	72	12953	7.0
CC-MAIN-2013-20_partial,bak_Cyrl,OK,>1	1105	69939	81.0
CC-MAIN-2013-20_partial,bam_Latn,OK,1	42	42	42.0
CC-MAIN-2013-20_partial,bam_Latn,OK,>1	29700	324076	2892.0
CC-MAIN-2013-20_partial,bam_Latn,['UnicodeDecodeError'],>1	22	452	11.0
CC-MAIN-2013-20_partial,ban_Latn,OK,>1	7937	357190	543.0
CC-MAIN-2013-20_partial,bel_Cyrl,OK,>1	9862	1111322	529.0
CC-MAIN-2013-20_partial,bem_Latn,OK,>1	48729	903058	2545.0
CC-MAIN-2013-20_partial,bem_Latn,['UnicodeDecodeError'],>1	9	107	2.0
CC-MAIN-2013-20_partial,ben_Beng,OK,>1	17440	2044666	917.0
CC-MAIN-2013-20_partial,ben_Beng,['UnicodeDecodeError'],>1	1246	115295	35.0
CC-MAIN-2013-20_partial,bho_Deva,OK,>1	654	33140	40.0
CC-MAIN-2013-20_partial,bjn_Arab,OK,>1	8	117	1.0
CC-MAIN-2013-20_partial,bjn_Latn,OK,>1	102094	1639455	2625.0
CC-MAIN-2013-20_partial,bjn_Latn,['UnicodeDecodeError'],>1	57	5835	3.0
CC-MAIN-2013-20_partial,bod_Tibt,OK,>1	610	105014	133.0
CC-MAIN-2013-20_partial,bos_Latn,OK,>1	204585	18207086	8892.0
CC-MAIN-2013-20_partial,bos_Latn,['UnicodeDecodeError'],>1	3311	305205	108.0
CC-MAIN-2013-20_partial,bug_Latn,OK,>1	27724	988773	807.0
CC-MAIN-2013-20_partial,bug_Latn,['UnicodeDecodeError'],>1	24	319	1.0
CC-MAIN-2013-20_partial,bul_Cyrl,OK,>1	68054	6332263	2266.0
CC-MAIN-2013-20_partial,bul_Cyrl,['UnicodeDecodeError'],>1	685	44913	24.0
CC-MAIN-2013-20_partial,cat_Latn,OK,>1	214411	19819662	11883.0
CC-MAIN-2013-20_partial,cat_Latn,['UnicodeDecodeError'],>1	3876	383031	205.0
CC-MAIN-2013-20_partial,ceb_Latn,OK,>1	26408	887112	2666.0
CC-MAIN-2013-20_partial,ceb_Latn,['UnicodeDecodeError'],>1	29	457	10.0
CC-MAIN-2013-20_partial,ces_Latn,OK,>1	553560	46016291	23219.0
CC-MAIN-2013-20_partial,ces_Latn,['UnicodeDecodeError'],>1	10636	758000	342.0
CC-MAIN-2013-20_partial,cjk_Latn,OK,>1	1694	47398	22.0
CC-MAIN-2013-20_partial,ckb_Arab,OK,>1	2945	257511	66.0
CC-MAIN-2013-20_partial,ckb_Arab,['UnicodeDecodeError'],>1	565	49267	5.0
CC-MAIN-2013-20_partial,crh_Latn,OK,>1	13082	470491	453.0
CC-MAIN-2013-20_partial,crh_Latn,['UnicodeDecodeError'],>1	800	53193	4.0
CC-MAIN-2013-20_partial,cym_Latn,OK,>1	75397	4262037	2445.0
CC-MAIN-2013-20_partial,cym_Latn,['UnicodeDecodeError'],>1	1168	68785	22.0
CC-MAIN-2013-20_partial,dan_Latn,OK,>1	1503973	104022385	88528.0
CC-MAIN-2013-20_partial,dan_Latn,['UnicodeDecodeError'],>1	12159	632557	438.0
CC-MAIN-2013-20_partial,deu_Latn,OK,>1	6755397	581096544	271255.0
CC-MAIN-2013-20_partial,deu_Latn,['UnicodeDecodeError'],>1	83777	7691412	3437.0
CC-MAIN-2013-20_partial,dik_Latn,OK,>1	316	54239	38.0
CC-MAIN-2013-20_partial,dyu_Latn,OK,>1	32	4913	8.0
CC-MAIN-2013-20_partial,dzo_Tibt,OK,>1	1239	53235	44.0
CC-MAIN-2013-20_partial,ell_Grek,OK,>1	118076	12398057	5470.0
CC-MAIN-2013-20_partial,ell_Grek,['UnicodeDecodeError'],>1	1276	91505	28.0
CC-MAIN-2013-20_partial,eng_Latn,OK,>1	279261538	24506145766	11015274.0
CC-MAIN-2013-20_partial,eng_Latn,['UnicodeDecodeError'],>1	1134973	117106740	33874.0
CC-MAIN-2013-20_partial,epo_Latn,OK,>1	35023	2781412	1849.0
CC-MAIN-2013-20_partial,est_Latn,OK,>1	305861	18748580	22920.0
CC-MAIN-2013-20_partial,est_Latn,['UnicodeDecodeError'],>1	2745	181575	81.0
CC-MAIN-2013-20_partial,eus_Latn,OK,>1	124380	20328764	6007.0
CC-MAIN-2013-20_partial,eus_Latn,['UnicodeDecodeError'],>1	2074	95798	38.0
CC-MAIN-2013-20_partial,ewe_Latn,OK,1	2	2	2.0
CC-MAIN-2013-20_partial,ewe_Latn,OK,>1	5975	113141	2198.0
CC-MAIN-2013-20_partial,ewe_Latn,['UnicodeDecodeError'],>1	44	471	20.0
CC-MAIN-2013-20_partial,fao_Latn,OK,>1	5483	258268	328.0
CC-MAIN-2013-20_partial,fao_Latn,['UnicodeDecodeError'],>1	34	3510	2.0
CC-MAIN-2013-20_partial,fij_Latn,OK,>1	4943	160240	863.0
CC-MAIN-2013-20_partial,fij_Latn,['UnicodeDecodeError'],>1	1	22	1.0
CC-MAIN-2013-20_partial,fin_Latn,OK,>1	643076	48241195	29133.0
CC-MAIN-2013-20_partial,fin_Latn,['UnicodeDecodeError'],>1	3719	257443	153.0
CC-MAIN-2013-20_partial,fon_Latn,OK,>1	226	95149	48.0
CC-MAIN-2013-20_partial,fon_Latn,['UnicodeDecodeError'],>1	2	211	1.0
CC-MAIN-2013-20_partial,fra_Latn,OK,>1	5807130	542393146	211724.0
CC-MAIN-2013-20_partial,fra_Latn,['UnicodeDecodeError'],>1	133621	12852242	5569.0
CC-MAIN-2013-20_partial,fur_Latn,OK,>1	165506	3407448	24483.0
CC-MAIN-2013-20_partial,fur_Latn,['UnicodeDecodeError'],>1	534	11363	41.0
CC-MAIN-2013-20_partial,fuv_Latn,OK,>1	9265	726607	225.0
CC-MAIN-2013-20_partial,gaz_Latn,OK,>1	10623	549031	972.0
CC-MAIN-2013-20_partial,gaz_Latn,['UnicodeDecodeError'],>1	187	14276	2.0
CC-MAIN-2013-20_partial,gla_Latn,OK,>1	27515	1000076	2163.0
CC-MAIN-2013-20_partial,gla_Latn,['UnicodeDecodeError'],>1	72	4613	12.0
CC-MAIN-2013-20_partial,gle_Latn,OK,>1	61051	2577172	3695.0
CC-MAIN-2013-20_partial,gle_Latn,['UnicodeDecodeError'],>1	233	35182	18.0
CC-MAIN-2013-20_partial,glg_Latn,OK,>1	251431	12488751	7446.0
CC-MAIN-2013-20_partial,glg_Latn,['UnicodeDecodeError'],>1	983	65243	85.0
CC-MAIN-2013-20_partial,grn_Latn,OK,>1	202796	5819372	4920.0
CC-MAIN-2013-20_partial,grn_Latn,['UnicodeDecodeError'],>1	1267	51206	62.0
CC-MAIN-2013-20_partial,guj_Gujr,OK,>1	19686	487046	587.0
CC-MAIN-2013-20_partial,guj_Gujr,['UnicodeDecodeError'],>1	20	2625	1.0
CC-MAIN-2013-20_partial,hat_Latn,OK,>1	374918	10650585	11430.0
CC-MAIN-2013-20_partial,hat_Latn,['UnicodeDecodeError'],>1	4960	400534	125.0
CC-MAIN-2013-20_partial,hau_Latn,OK,>1	77387	3291549	5640.0
