lines	cc40_urls.txt part0	-	2807786673
unique_lines	cc40_urls.txt part0	-	41372321
intersection	cc40_urls.txt part0	wide00015_filtered_urls.txt	12879889
intersection	cc40_urls.txt	wide00015_filtered_urls.txt	12879889
