lines	wide00017_filtered_urls.txt part0	-	10362122798
unique_lines	wide00017_filtered_urls.txt part0	-	474054365
intersection	wide00017_filtered_urls.txt part0	cc40_urls.txt	16222277
intersection	wide00017_filtered_urls.txt	cc40_urls.txt	16222277
