lines	wide00017_filtered_urls.txt part0	-	10362122798
unique_lines	wide00017_filtered_urls.txt part0	-	474054365
intersection	wide00017_filtered_urls.txt part0	wide00015_filtered_urls.txt	46115629
intersection	wide00017_filtered_urls.txt	wide00015_filtered_urls.txt	46115629
